# Video data for LastWeekTonight (UC3XTzVzaHQEd30rQbuvCtTQ)
# id;publishedAt;title
oDPCmmZifE8;2014-09-22T06:30:01.000Z;Miss America Pageant: Last Week Tonight with John Oliver (HBO)
xAnw2atT628;2014-09-15T06:30:01.000Z;Step Up, Peru: Last Week Tonight with John Oliver (HBO)
-YkLPxQp_y0;2014-09-15T06:30:01.000Z;Scottish Independence: Last Week Tonight with John Oliver (HBO)
P8pjd1QEA0c;2014-09-08T06:30:01.000Z;Student Debt: Last Week Tonight with John Oliver (HBO)
HNPRad65-Kg;2014-09-08T06:30:02.000Z;#GoodbyeGeckos: Last Week Tonight with John Oliver (HBO)
InSJBzZr414;2014-09-02T15:21:40.000Z;Cookie Monster's Ideas (Web Exclusive): Last Week Tonight With John Oliver
PsB1e-1BB4Y;2014-08-25T19:06:03.000Z;Wage Gap: Last Week Tonight with John Oliver (HBO)
fYWtbMb8Fhw;2014-08-25T02:30:00.000Z;John Oliver Literally Destroys Piñatas (Web Exclusive): Last Week Tonight with John Oliver
KUdHIatS36A;2014-08-18T06:30:01.000Z;Ferguson, MO and Police Militarization: Last Week Tonight with John Oliver (HBO)
knbw0gJHHBk;2014-09-01T03:00:03.000Z;Fan Mail Vol. 1 (Web Exclusive): Last Week Tonight with John Oliver
PDylgzybWAw;2014-08-11T06:30:01.000Z;Predatory Lending: Last Week Tonight with John Oliver (HBO)
E_F5GxCwizc;2014-08-04T06:30:01.000Z;Native Advertising: Last Week Tonight with John Oliver (HBO)
44fCfJQV7yQ;2014-08-04T06:30:00.000Z;New York's Port Authority: Last Week Tonight with John Oliver (HBO)
iFaRkscKn_Y;2014-08-04T00:32:08.000Z;#WeGotThoseGeckos: Last Week Tonight with John Oliver (Web Exclusive)
1Y1ya-yF35g;2014-07-28T06:30:01.000Z;Nuclear Weapons: Last Week Tonight with John Oliver (HBO)
b436uUuf_VI;2014-07-28T06:30:02.000Z;#GoGetThoseGeckos: Last Week Tonight with John Oliver (HBO)
_Pz3syET3DY;2014-07-21T06:30:01.000Z;Prison: Last Week Tonight with John Oliver (HBO)
HKMNKS-9ugY;2014-07-21T06:30:01.000Z;Singapore's Gambling Problem: Last Week Tonight with John Oliver (HBO)
LfgSEwjAeno;2014-07-14T06:30:01.000Z;Wealth Gap: Last Week Tonight with John Oliver (HBO)
rrawNvcF64g;2014-07-14T06:30:00.000Z;Warren G. Harding's Love Letters: Last Week Tonight with John Oliver (HBO)
dH573B1bkHI;2014-07-09T13:54:23.000Z;Don't Visit Antarctica: Last Week Tonight with John Oliver (HBO)
zSQCH1qyIDo;2014-06-30T21:24:11.000Z;Hobby Lobby: Last Week Tonight with John Oliver (HBO)
G2W41pvvZs0;2014-06-30T06:30:01.000Z;Uganda and Pepe Julian Onziema Pt. 1: Last Week Tonight with John Oliver (HBO)
6clJRsPyuhc;2014-07-07T02:30:00.000Z;Fireworks (Web Exclusive): Last Week Tonight with John Oliver (HBO)
QJkiWwMKwSo;2014-06-30T03:30:00.000Z;Pepe Julian Onziema Interview Pt. II (Web Exclusive): Last Week Tonight with John Oliver (HBO)
WA0wKeokWUU;2014-06-23T06:30:00.000Z;Dr. Oz and Nutritional Supplements: Last Week Tonight with John Oliver (HBO)
hkjkQ-wCZ5A;2014-06-16T06:30:00.000Z;Tom Wheeler Is Not A Dingo: Last Week Tonight with John Oliver (HBO)
AJKfs4ZnbNE;2014-06-16T06:30:01.000Z;The Washington Redskins: Last Week Tonight with John Oliver (HBO)
4Otsft59HuA;2014-06-16T01:40:32.000Z;President Obama Visits Native American Territory: Last Week Tonight with John Oliver (HBO)
T8y5EXFMD4s;2014-06-16T03:52:18.000Z;Stephen Hawking Interview: Last Week Tonight with John Oliver (HBO)
OPV3D7f3bHY;2014-06-16T03:53:03.000Z;Stephen Hawking Extended Interview: Last Week Tonight with John Oliver (HBO)
DlJEt2KU33I;2014-06-09T06:30:01.000Z;FIFA and the World Cup: Last Week Tonight with John Oliver (HBO)
3lKYPp2Kp6s;2014-06-09T06:30:01.000Z;iTunes, Assad, and Right Said Fred: Last Week Tonight with John Oliver (HBO)
NUkjfd95bDM;2014-06-09T01:41:28.000Z;World Cup Excitement: Last Week Tonight with John Oliver (HBO)
fpbOEoRrHyU;2014-06-02T06:30:01.000Z;Net Neutrality: Last Week Tonight with John Oliver (HBO)
c3IaKVmkXuk;2014-06-02T11:01:11.000Z;Tony Abbott, President of the USA of Australia: Last Week Tonight with John Oliver (HBO)
fDTX_mwj0_8;2014-06-02T01:23:12.000Z;Activists and Corporations: Last Week Tonight with John Oliver (HBO)
w2jtOFfiF80;2014-05-26T02:30:01.000Z;Last Week's News...We Think (Web Exclusive): Last Week Tonight with John Oliver (HBO)
j6IZ2TroruU;2014-05-19T03:30:01.000Z;GM Ad: Last Week Tonight with John Oliver (HBO)
r-ERajkMXw0;2014-05-19T07:30:01.000Z;Right To Be Forgotten: Last Week Tonight with John Oliver (HBO)
EZdH94R6XwQ;2014-05-19T06:30:01.000Z;Fareed Zakaria Interview Pt. 1: Last Week Tonight with John Oliver (HBO)
IAR3cb1V_ss;2014-05-19T03:30:01.000Z;Fareed Zakaria Interview Pt. 2 (Web Exclusive): Last Week Tonight with John Oliver
XV5w8OFrm6U;2014-05-19T06:30:01.000Z;Nintendo Gay Marriage: Last Week Tonight with John Oliver (HBO)
8YQ_HGvrHEU;2014-05-19T00:53:47.000Z;India Election Update: Last Week Tonight with John Oliver (HBO)
We1IvUe6KLo;2014-05-12T03:30:01.000Z;Eurovision and Crimea Coin: Last Week Tonight with John Oliver (HBO)
LxQq8HTtb4A;2014-05-12T03:30:00.000Z;Dressing Up As Other Races (How Is This Still a Thing?): Last Week Tonight with John Oliver (HBO)
cjuGCJJUGsg;2014-05-12T03:30:01.000Z;Climate Change Debate: Last Week Tonight with John Oliver (HBO)
UkBvsCMxrNU;2014-05-12T01:19:03.000Z;Climate Change (Abbreviated): Last Week Tonight with John Oliver (HBO)
6GLuuqrNqxQ;2014-05-06T14:24:39.000Z;Critics Quote: Last Week Tonight with John Oliver (HBO)
75bWsqwwOgQ;2014-05-05T06:30:01.000Z;Other Countries' Presidents - François Hollande: Last Week Tonight with John Oliver (HBO)
Kye2oX-b39E;2014-05-05T06:30:02.000Z;Death Penalty: Last Week Tonight with John Oliver (HBO)
W6JhcjbWEwg;2014-05-05T03:18:34.000Z;Simon Ostrovsky Interview (Web Exclusive): Last Week Tonight with John Oliver (HBO)
Bml8KwCmob8;2014-05-05T02:24:30.000Z;Letter of the Week -- POM Wonderful (Web Exclusive): Last Week Tonight with John Oliver (HBO)
nJ24vcyJxDs;2014-05-05T04:01:08.000Z;Nerd Prom: Last Week Tonight with John Oliver (HBO)
yCY6vYGEN3Q;2014-04-28T18:30:16.000Z;The Buzz: Last Week Tonight with John Oliver: Red Carpet Event (HBO)
9vxT1uAhFxA;2014-04-28T18:25:58.000Z;Episode Preview: Last Week Tonight with John Oliver (HBO)
mxyKJisUgJo;2014-04-28T04:26:59.000Z;Workplace of the Week - The NFL: Last Week Tonight with John Oliver (HBO)
